,horse_id,父,父父,父父父,父父父父,父父父父父,父父父父母,父父父母,父父父母父,父父父母母,父父母,父父母父,父父母父父,父父母父母,父父母母,父父母母父,父父母母母,父母,父母父,父母父父,父母父父父,父母父父母,父母父母,父母父母父,父母父母母,父母母,父母母父,父母母父父,父母母父母,父母母母,父母母母父,父母母母母,母,母父,母父父,母父父父,母父父父父,母父父父母,母父父母,母父父母父,母父父母母,母父母,母父母父,母父母父父,母父母父母,母父母母,母父母母父,母父母母母,母母,母母父,母母父父,母母父父父,母母父父母,母母父母,母母父母父,母母父母母,母母母,母母母父,母母母父父,母母母父母,母母母母,母母母母父,母母母母母
144,1993106320,"ダンシングブレーヴ
Dancing Brave(米)
1983 鹿毛
[血統][産駒]
Lyphard系","Lyphard
1969 鹿毛
[血統][産駒]","Northern Dancer
1961 鹿毛
[血統][産駒]","Nearctic
1954 黒鹿毛",Nearco,Lady Angela,"Natalma
1957 鹿毛",Native Dancer,Almahmoud,"Goofed
1960 栗毛
[血統][産駒]","Court Martial
1942 栗毛",Fair Trial,Instantaneous,"Barra
1950 栗毛",Formor,La Favorite,"Navajo Princess
1974 鹿毛
[血統][産駒]","Drone
1966 芦毛
[血統][産駒]","Sir Gaylord
1959 黒鹿毛",Turn-to,Somethingroyal,"Cap and Bells
1958 芦毛",Tom Fool,Ghazni,"Olmec
1966 栗毛
[血統][産駒]","Pago Pago
1960 鹿毛",Matrice,Pompilia,"Chocolate Beau
1958 栗毛",Beau Max,Otra,"エリモシューテング
1984 黒鹿毛
[血統][産駒]
FNo.[9-f]","テスコボーイ
Tesco Boy(英)
1963 黒鹿毛
[血統][産駒]","Princely Gift
1951 鹿毛
[血統][産駒]","Nasrullah
1940 鹿毛",Nearco,Mumtaz Begum,"Blue Gem
1943 鹿毛",Blue Peter,Sparkle,"Suncourt
1952 黒鹿毛
[血統][産駒]","Hyperion
1930 栗毛",Gainsborough,Selene,"Inquisition
1936 黒鹿毛",Dastur,Jury,"デプグリーフ
Depgleef(米)
1974 鹿毛
[血統][産駒]","Vaguely Noble
1965 鹿毛
[血統][産駒]","ヴィエナ
1957 栗毛",Aureole,Turkish Blood,"Noble Lassie
1956 鹿毛",Nearco,Belle Sauvage,"デプス
Depth(米)
1970 鹿毛
[血統][産駒]","Buckpasser
1963 鹿毛",Tom Fool,Busanda,"Batteur
1960 栗毛",Bold Ruler,Bayou
145,2003104871,"オペラハウス
Opera House(英)
1988 鹿毛
[血統][産駒]
Sadler's Wells系","Sadler's Wells
(米)
1981 鹿毛
[血統][産駒]","Northern Dancer
1961 鹿毛
[血統][産駒]","Nearctic
1954 黒鹿毛",Nearco,Lady Angela,"Natalma
1957 鹿毛",Native Dancer,Almahmoud,"Fairy Bridge
1975 鹿毛
[血統][産駒]","Bold Reason
1968 鹿毛",Hail to Reason,Lalun,"Special
1969 鹿毛",Forli,Thong,"Colorspin
1983 鹿毛
[血統][産駒]","High Top
1969 鹿毛
[血統][産駒]","Derring-Do
1961 鹿毛",Darius,Sipsey Bridge,"Camenae
1961 鹿毛",ヴィミー,Madrilene,"Reprocolor
1976 栗毛
[血統][産駒]","Jimmy Reppin
1965 栗毛",Midsummer Night,Sweet Molly,"Blue Queen
1967 栗毛",Majority Blue,Hill Queen,"ヤマトプリティ
1994 芦毛
[血統][産駒]
FNo.[4-r]","アンバーシャダイ
1977 鹿毛
[血統][産駒]","ノーザンテースト
Northern Taste(加)
1971 栗毛
[血統][産駒]","Northern Dancer
1961 鹿毛",Nearctic,Natalma,"Lady Victoria
1962 黒鹿毛",Victoria Park,Lady Angela,"クリアアンバー
Clear Amber(米)
1967 黒鹿毛
[血統][産駒]","Ambiopoise
1958 黒鹿毛",Ambiorix,Bull Poise,"One Clear Call
1960 鹿毛",Gallant Man,Europa,"ヤマトビューテイ
1985 芦毛
[血統][産駒]","プレストウコウ
1974 芦毛
[血統][産駒]","グスタフ
1959 芦毛",Grey Sovereign,Gamesmistress,"サンピユロー
1964 黒鹿毛",シーフュリュー,健朝,"ビューティライダー
1979 栗毛
[血統][産駒]","ダッパーダン
1962 栗毛",Ribot,So Chic,"アカネムラサキ
1972 栗毛",ネプテューヌス,タマコダマ
146,2004103040,"ナリタトップロード
1996 栗毛
[血統][産駒]
Fine Top系","サッカーボーイ
1985 栃栗毛
[血統][産駒]","ディクタス
Dictus(仏)
1967 栗毛
[血統][産駒]","Sanctus
1960 黒鹿毛",Fine Top,Sanelta,"Doronic
1960 栗毛",Worden,Dulzetta,"ダイナサッシュ
1979 鹿毛
[血統][産駒]","ノーザンテースト
1971 栗毛",Northern Dancer,Lady Victoria,"ロイヤルサッシュ
1966 鹿毛",Princely Gift,Sash of Honour,"フローラルマジック
Floral Magic(米)
1985 黒鹿毛
[血統][産駒]","Affirmed
1975 栗毛
[血統][産駒]","Exclusive Native
1965 栗毛",Raise a Native,Exclusive,"Won't Tell You
1962 鹿毛",Crafty Admiral,Scarlet Ribbon,"Rare Lady
1974 黒鹿毛
[血統][産駒]","Never Bend
1960 鹿毛",Nasrullah,Lalun,"Double Agent
1959 黒鹿毛",Double Jay,Conniver,"マリスターII
Malli Star(米)
1991 鹿毛
[血統][産駒]
FNo.[3-o]","Baldski
1974 黒鹿毛
[血統][産駒]","Nijinsky
1967 鹿毛
[血統][産駒]","Northern Dancer
1961 鹿毛",Nearctic,Natalma,"Flaming Page
1959 鹿毛",Bull Page,Flaring Top,"Too Bald
1964 黒鹿毛
[血統][産駒]","Bald Eagle
1955 鹿毛",Nasrullah,Siama,"Hidden Talent
1956 鹿毛",Dark Star,Dangerous Dame,"Pink Dove
1984 栗毛
[血統][産駒]","Argument
1977 鹿毛
[血統][産駒]","Kautokeino
1967 鹿毛",Relko,Cranberry,"Arantelle
1966 栗毛",Tapioca,Neputune's Doll,"Perfect Pigeon
1971 鹿毛
[血統][産駒]","Round Table
1954 鹿毛",Princequillo,Knights Daughter,"Pink Pigeon
1964 芦毛",T.V. Lark,Ruwenzori
147,2006105518,"アグネスタキオン
1998 栗毛
[血統][産駒]
Halo系","サンデーサイレンス
Sunday Silence(米)
1986 青鹿毛
[血統][産駒]","Halo
1969 黒鹿毛
[血統][産駒]","Hail to Reason
1958 黒鹿毛",Turn-to,Nothirdchance,"Cosmah
1953 鹿毛",Cosmic Bomb,Almahmoud,"Wishing Well
1975 鹿毛
[血統][産駒]","Understanding
1963 栗毛",Promised Land,Pretty Ways,"Mountain Flower
1964 鹿毛",Montparnasse,Edelweiss,"アグネスフローラ
1987 鹿毛
[血統][産駒]","ロイヤルスキー
1974 栗毛
[血統][産駒]","Raja Baba
1968 鹿毛",Bold Ruler,Missy Baba,"Coz o'Nijinsky
1969 栗毛",Involvement,Gleam,"アグネスレディー
1976 鹿毛
[血統][産駒]","リマンド
1965 栗毛",Alcide,Admonish,"イコマエイカン
1967 鹿毛",Sallymount,ヘザーランズ,"フィラストリート
Phila Street(米)
1994 鹿毛
[血統][産駒]
FNo.[6-b]","Cozzene
1980 芦毛
[血統][産駒]","Caro
1967 芦毛
[血統][産駒]","フォルティノ
1959 芦毛",Grey Sovereign,Ranavalo,"Chambord
1955 栗毛",Chamossaire,Life Hill,"Ride the Trails
1971 鹿毛
[血統][産駒]","Prince John
1953 栗毛",Princequillo,Not Afraid,"Wildwook
1965 鹿毛",Sir Gaylord,Blue Canoe,"Phydilla
1978 鹿毛
[血統][産駒]","Lyphard
1969 鹿毛
[血統][産駒]","Northern Dancer
1961 鹿毛",Nearctic,Natalma,"Goofed
1960 栗毛",Court Martial,Barra,"Godzilla
1972 栗毛
[血統][産駒]","Gyr
1967 栗毛",Sea-Bird,Feria,"Gently
1962 芦毛",Grey Sovereign,Be Careful
148,2014105043,"ダイワメジャー
2001 栗毛
[血統][産駒]
Halo系","サンデーサイレンス
Sunday Silence(米)
1986 青鹿毛
[血統][産駒]","Halo
1969 黒鹿毛
[血統][産駒]","Hail to Reason
1958 黒鹿毛",Turn-to,Nothirdchance,"Cosmah
1953 鹿毛",Cosmic Bomb,Almahmoud,"Wishing Well
1975 鹿毛
[血統][産駒]","Understanding
1963 栗毛",Promised Land,Pretty Ways,"Mountain Flower
1964 鹿毛",Montparnasse,Edelweiss,"スカーレットブーケ
1988 栗毛
[血統][産駒]","ノーザンテースト
Northern Taste(加)
1971 栗毛
[血統][産駒]","Northern Dancer
1961 鹿毛",Nearctic,Natalma,"Lady Victoria
1962 黒鹿毛",Victoria Park,Lady Angela,"スカーレットインク
Scarlet Ink(米)
1971 栗毛
[血統][産駒]","Crimson Satan
1959 栗毛",Spy Song,Papila,"Consentida
1962 鹿毛",Beau Max,La Menina,"ダイワエンジェル
2000 栗毛
[血統][産駒]
FNo.[2-c]","タイキシャトル
1994 栗毛
[血統][産駒]","Devil's Bag
1981 鹿毛
[血統][産駒]","Halo
1969 黒鹿毛",Hail to Reason,Cosmah,"Ballade
1972 黒鹿毛",Herbager,Miss Swapsco,"ウェルシュマフィン
Welsh Muffin(愛)
1987 鹿毛
[血統][産駒]","Caerleon
1980 鹿毛",Nijinsky,Foreseer,"Muffitys
1982 鹿毛",Thatch,Contrail,"プリンセススキー
1985 鹿毛
[血統][産駒]","ロイヤルスキー
1974 栗毛
[血統][産駒]","Raja Baba
1968 鹿毛",Bold Ruler,Missy Baba,"Coz o'Nijinsky
1969 栗毛",Involvement,Gleam,"ギフトプリンセス
1976 鹿毛
[血統][産駒]","テスコボーイ
1963 黒鹿毛",Princely Gift,Suncourt,"ヤマトタチバナ
1959 鹿毛",フランクリー,プリンセスリタ
149,1994106269,"リアルシャダイ
Real Shadai(米)
1979 黒鹿毛
[血統][産駒]
Roberto系","Roberto
1969 鹿毛
[血統][産駒]","Hail to Reason
1958 黒鹿毛
[血統][産駒]","Turn-to
1951 鹿毛",Royal Charger,Source Sucree,"Nothirdchance
1948 鹿毛",Blue Swords,Galla Colors,"Bramalea
1959 黒鹿毛
[血統][産駒]","Nashua
1952 鹿毛",Nasrullah,Segula,"Rarelea
1949 鹿毛",Bull Lea,Bleebok,"Desert Vixen
1970 黒鹿毛
[血統][産駒]","In Reality
1964 鹿毛
[血統][産駒]","Intentionally
1956 青毛",Intent,My Recipe,"My Dear Girl
1957 栗毛",Rough'n Tumble,Iltis,"Desert Trial
1963 栗毛
[血統][産駒]","Moslem Chief
1957 鹿毛",Alibhai,Up the Hill,"Scotch Verdict
1960 栗毛",Alsab,Glen Arvis,"ミルフォードスルー
1988 栗毛
[血統][産駒]
FNo.[4-m]","スルーザドラゴン
Slew the Dragon(米)
1982 鹿毛
[血統][産駒]","Seattle Slew
1974 黒鹿毛
[血統][産駒]","Bold Reasoning
1968 黒鹿毛",Boldnesian,Reason to Earn,"My Charmer
1969 鹿毛",Poker,Fair Charmer,"Gueniviere
1976 栗毛
[血統][産駒]","Prince John
1953 栗毛",Princequillo,Not Afraid,"Bold But Baffled
1969 鹿毛",Bold and Brave,Winding Trail,"スピードキヨフジ
1970 鹿毛
[血統][産駒]","チャイナロック
China Rock(英)
1953 栃栗毛
[血統][産駒]","Rockefella
1941 黒鹿毛",Hyperion,Rockfel,"May Wong
1934 栗毛",Rustom Pasha,Wezzan,"イチシンヒカリ
1964 鹿毛
[血統][産駒]","トサミドリ
1946 鹿毛",プリメロ,フリツパンシー,"ニユーライト
1945 芦毛",ダツシング,レヴユートツプ
150,2005103851,"クロフネ
1998 芦毛
[血統][産駒]
Deputy Minister系","フレンチデピュティ
French Deputy(米)
1992 栗毛
[血統][産駒]","Deputy Minister
1979 黒鹿毛
[血統][産駒]","Vice Regent
1967 栗毛",Northern Dancer,Victoria Regina,"Mint Copy
1970 黒鹿毛",Bunty's Flight,Shakney,"Mitterand
1981 鹿毛
[血統][産駒]","Hold Your Peace
1969 鹿毛",Speak John,Blue Moon,"Laredo Lass
1971 黒鹿毛",Bold Ruler,Fortunate Isle,"ブルーアヴェニュー
Blue Avenue(米)
1990 芦毛
[血統][産駒]","Classic Go Go
1978 黒鹿毛
[血統][産駒]","Pago Pago
1960 鹿毛",Matrice,Pompilia,"Classic Perfection
1972 黒鹿毛",Never Bend,Mira Femme,"Eliza Blue
1983 芦毛
[血統][産駒]","Icecapade
1969 芦毛",Nearctic,Shenanigans,"コレラ
1978 黒鹿毛",Roberto,Catania,"ブラボーサンライズ
1998 栗毛
[血統][産駒]
FNo.[1-n]","サンデーサイレンス
Sunday Silence(米)
1986 青鹿毛
[血統][産駒]","Halo
1969 黒鹿毛
[血統][産駒]","Hail to Reason
1958 黒鹿毛",Turn-to,Nothirdchance,"Cosmah
1953 鹿毛",Cosmic Bomb,Almahmoud,"Wishing Well
1975 鹿毛
[血統][産駒]","Understanding
1963 栗毛",Promised Land,Pretty Ways,"Mountain Flower
1964 鹿毛",Montparnasse,Edelweiss,"ヴィジットマン
Visitman(米)
1990 鹿毛
[血統][産駒]","Woodman
1983 栗毛
[血統][産駒]","Mr. Prospector
1970 鹿毛",Raise a Native,Gold Digger,"プレイメイト
1975 栗毛",Buckpasser,Intriguing,"Visiting Nurse
1974 黒鹿毛
[血統][産駒]","Cyane
1959 鹿毛",Turn-to,Your Game,"Native Nurse
1970 黒鹿毛",Graustark,Indian Nurse
151,1997106678,"サンデーサイレンス
Sunday Silence(米)
1986 青鹿毛
[血統][産駒]
Halo系","Halo
1969 黒鹿毛
[血統][産駒]","Hail to Reason
1958 黒鹿毛
[血統][産駒]","Turn-to
1951 鹿毛",Royal Charger,Source Sucree,"Nothirdchance
1948 鹿毛",Blue Swords,Galla Colors,"Cosmah
1953 鹿毛
[血統][産駒]","Cosmic Bomb
1944 黒鹿毛",Pharamond,Banish Fear,"Almahmoud
1947 栗毛",Mahmoud,Arbitrator,"Wishing Well
1975 鹿毛
[血統][産駒]","Understanding
1963 栗毛
[血統][産駒]","Promised Land
1954 芦毛",Palestinian,Mahmoudess,"Pretty Ways
1953 黒鹿毛",Stymie,Pretty Jo,"Mountain Flower
1964 鹿毛
[血統][産駒]","Montparnasse
1956",Gulf Stream,Mignon,"Edelweiss
1959 鹿毛",Hillary,Dowager,"チアズフラワー
1990 鹿毛
[血統][産駒]
FNo.[21-a]","Al Nasr
1978 黒鹿毛
[血統][産駒]","Lyphard
1969 鹿毛
[血統][産駒]","Northern Dancer
1961 鹿毛",Nearctic,Natalma,"Goofed
1960 栗毛",Court Martial,Barra,"Caretta
1973 鹿毛
[血統][産駒]","Caro
1967 芦毛",フォルティノ,Chambord,"Klainia
1960 鹿毛",Klairon,Kalitka,"デュカイナ
Dukayna(愛)
1981 鹿毛
[血統][産駒]","Northfields
1968 栗毛
[血統][産駒]","Northern Dancer
1961 鹿毛",Nearctic,Natalma,"Little Hut
1952 鹿毛",Occupy,Savage Beauty,"Dumka
1971 黒鹿毛
[血統][産駒]","Kashmir
1963 黒鹿毛",Tudor Melody,Queen of Speed,"Faizebad
1962 黒鹿毛",Prince Taj,Floralie
152,2002100844,"スペシャルウィーク
1995 黒鹿毛
[血統][産駒]
Halo系","サンデーサイレンス
Sunday Silence(米)
1986 青鹿毛
[血統][産駒]","Halo
1969 黒鹿毛
[血統][産駒]","Hail to Reason
1958 黒鹿毛",Turn-to,Nothirdchance,"Cosmah
1953 鹿毛",Cosmic Bomb,Almahmoud,"Wishing Well
1975 鹿毛
[血統][産駒]","Understanding
1963 栗毛",Promised Land,Pretty Ways,"Mountain Flower
1964 鹿毛",Montparnasse,Edelweiss,"キャンペンガール
1987 鹿毛
[血統][産駒]","マルゼンスキー
1974 鹿毛
[血統][産駒]","Nijinsky
1967 鹿毛",Northern Dancer,Flaming Page,"シル
1970 鹿毛",Buckpasser,Quill,"レディーシラオキ
1978 鹿毛
[血統][産駒]","セントクレスピン
1956 栗毛",Aureole,Neocracy,"ミスアシヤガワ
1964 鹿毛",ヒンドスタン,シラオキ,"キロフプリミエール
Kirov Premiere(英)
1990 鹿毛
[血統][産駒]
FNo.[16-a]","Sadler's Wells
(米)
1981 鹿毛
[血統][産駒]","Northern Dancer
1961 鹿毛
[血統][産駒]","Nearctic
1954 黒鹿毛",Nearco,Lady Angela,"Natalma
1957 鹿毛",Native Dancer,Almahmoud,"Fairy Bridge
1975 鹿毛
[血統][産駒]","Bold Reason
1968 鹿毛",Hail to Reason,Lalun,"Special
1969 鹿毛",Forli,Thong,"Querida
1975 黒鹿毛
[血統][産駒]","Habitat
1966 鹿毛
[血統][産駒]","Sir Gaylord
1959 黒鹿毛",Turn-to,Somethingroyal,"Little Hut
1952 鹿毛",Occupy,Savage Beauty,"Principia
1970 鹿毛
[血統][産駒]","Le Fabuleux
1961 鹿毛",Wild Risk,Anguar,"Pia
1964 黒鹿毛",Darius,Peseta
153,2006103026,"ネオユニヴァース
2000 鹿毛
[血統][産駒]
Halo系","サンデーサイレンス
Sunday Silence(米)
1986 青鹿毛
[血統][産駒]","Halo
1969 黒鹿毛
[血統][産駒]","Hail to Reason
1958 黒鹿毛",Turn-to,Nothirdchance,"Cosmah
1953 鹿毛",Cosmic Bomb,Almahmoud,"Wishing Well
1975 鹿毛
[血統][産駒]","Understanding
1963 栗毛",Promised Land,Pretty Ways,"Mountain Flower
1964 鹿毛",Montparnasse,Edelweiss,"ポインテッドパス
Pointed Path(英)
1984 栗毛
[血統][産駒]","Kris
1976 栗毛
[血統][産駒]","Sharpen Up
1969 栗毛",エタン,Rocchetta,"Doubly Sure
1971 鹿毛",Reliance,Soft Angels,"Silken Way
1973 栗毛
[血統][産駒]","Shantung
1956 鹿毛",Sicambre,Barley Corn,"Boulevard
1968 栗毛",Pall Mall,Costa Sola,"バルドネキア
Bardonecchia(愛)
1995 栗毛
[血統][産駒]","Indian Ridge
1985 栗毛
[血統][産駒]","Ahonoora
1975 栗毛
[血統][産駒]","Lorenzaccio
1965 栗毛",Klairon,Phoenissa,"Helen Nichols
1966 栗毛",Martial,Quaker Girl,"Hillbrow
1975 栗毛
[血統][産駒]","Swing Easy
1968 鹿毛",Delta Judge,Free Flowing,"Golden City
1970 栗毛",スカイマスター,West Shaw,"Rosa de Caerleon
1986 栗毛
[血統][産駒]","Caerleon
(米)
1980 鹿毛
[血統][産駒]","Nijinsky
1967 鹿毛",Northern Dancer,Flaming Page,"Foreseer
1969 黒鹿毛",Round Table,Regal Gleam,"Carose
1974 芦毛
[血統][産駒]","Caro
1967 芦毛",フォルティノ,Chambord,"Pomme Rose
1968 栗毛",Carvin,Sentinelle
154,1993108886,"テリオス
Telios(英)
1981 栗毛
[血統][産駒]
Mill Reef系","Mill Reef
1968 鹿毛
[血統][産駒]","Never Bend
1960 鹿毛
[血統][産駒]","Nasrullah
1940 鹿毛",Nearco,Mumtaz Begum,"Lalun
1952 鹿毛",Djeddah,Be Faithful,"Milan Mill
1962 鹿毛
[血統][産駒]","Princequillo
1940 鹿毛",Prince Rose,Cosquilla,"Virginia Water
1953 芦毛",Count Fleet,Red Ray,"Stilvi
1969 鹿毛
[血統][産駒]","Derring-Do
1961 鹿毛
[血統][産駒]","Darius
1951 鹿毛",Dante,Yasna,"Sipsey Bridge
1954 鹿毛",Abernant,Claudette,"Djerella
1960 栗毛
[血統][産駒]","ガーサント
1949 鹿毛",Bubbles,Montagnana,"Djeretta
1949 鹿毛",Djebel,Candida,"メジロマーリン
1984 黒鹿毛
[血統][産駒]
FNo.[9-f]","モガミ
Mogami(仏)
1976 青鹿毛
[血統][産駒]","Lyphard
1969 鹿毛
[血統][産駒]","Northern Dancer
1961 鹿毛",Nearctic,Natalma,"Goofed
1960 栗毛",Court Martial,Barra,"ノーラック
No Luck(米)
1968 黒鹿毛
[血統][産駒]","Lucky Debonair
1962 鹿毛",Vertex,Fresh as Fresh,"No Teasing
1957 黒鹿毛",Palestinian,No Fiddling,"メジロヒリュウ
1972 鹿毛
[血統][産駒]","ネヴァービート
Never Beat(英)
1960 栃栗毛
[血統][産駒]","Never Say Die
1951 栗毛",Nasrullah,Singing Grass,"Bride Elect
1952 鹿毛",Big Game,Netherton Maid,"アマゾンウォリアー
Amazon Warrior(米)
1960 鹿毛
[血統][産駒]","Khaled
1943 黒鹿毛",Hyperion,Eclair,"War Betsy
1948 栗毛",War Relic,Betsy Ross
155,1993109944,"Fabulous Dancer
1976 鹿毛
[血統][産駒]
Northern Dancer系","Northern Dancer
1961 鹿毛
[血統][産駒]","Nearctic
1954 黒鹿毛
[血統][産駒]","Nearco
1935 黒鹿毛",Pharos,Nogara,"Lady Angela
1944 栗毛",Hyperion,Sister Sarah,"Natalma
1957 鹿毛
[血統][産駒]","Native Dancer
1950 芦毛",Polynesian,Geisha,"Almahmoud
1947 栗毛",Mahmoud,Arbitrator,"Last of the Line
1967 黒鹿毛
[血統][産駒]","The Axe
1958 芦毛
[血統][産駒]","Mahmoud
1933 芦毛",Blenheim,Mah Mahal,"Blackball
1950 黒鹿毛",Shut Out,Big Event,"Bryonia
1959 鹿毛
[血統][産駒]","Honeyway
1941 鹿毛",Fairway,Honey Buzzard,"Belladonna
1952 鹿毛",Donatello,Hypericum,"Mercalle
1986 芦毛
[血統][産駒]
FNo.[3-e]","Kaldoun
1975 芦毛
[血統][産駒]","Caro
1967 芦毛
[血統][産駒]","フォルティノ
1959 芦毛",Grey Sovereign,Ranavalo,"Chambord
1955 栗毛",Chamossaire,Life Hill,"Katana
1970 栗毛
[血統][産駒]","Le Haar
1954 栗毛",Vieux Manoir,Mince Pie,"Embellie
1962 黒鹿毛",ヴェンチア,But Lovely,"Eole des Mers
1975 鹿毛
[血統][産駒]","Carvin
1962 鹿毛
[血統][産駒]","マリーノ
1956 栗毛",Worden,Buena Vista,"Coraline
1957 鹿毛",Fine Top,Copelina,"Deesse des Mers
1960 鹿毛
[血統][産駒]","Neptune
1955",Crafty Admiral,Timely Tune,"Brise de Mer
1953 黒鹿毛",Tornado,Doire
156,1986105007,"ノーザンテースト
Northern Taste(加)
1971 栗毛
[血統][産駒]
ノーザンテースト系","Northern Dancer
1961 鹿毛
[血統][産駒]","Nearctic
1954 黒鹿毛
[血統][産駒]","Nearco
1935 黒鹿毛",Pharos,Nogara,"Lady Angela
1944 栗毛",Hyperion,Sister Sarah,"Natalma
1957 鹿毛
[血統][産駒]","Native Dancer
1950 芦毛",Polynesian,Geisha,"Almahmoud
1947 栗毛",Mahmoud,Arbitrator,"Lady Victoria
1962 黒鹿毛
[血統][産駒]","Victoria Park
1957 鹿毛
[血統][産駒]","Chop Chop
1940 鹿毛",Flares,Sceptical,"Victoriana
1952 鹿毛",Windfields,Iribelle,"Lady Angela
1944 栗毛
[血統][産駒]","Hyperion
1930 栗毛",Gainsborough,Selene,"Sister Sarah
1930 黒鹿毛",Abbots Trace,Sarita,"ニチドウクイン
1973 鹿毛
[血統][産駒]","マリーノ
Marino(仏)
1956 栗毛
[血統][産駒]","Worden
1949 栗毛
[血統][産駒]","Wild Risk
1940 鹿毛",Rialto,Wild Violet,"Sans Tares
1939 栗毛",Sind,Tara,"Buena Vista
1940 栗毛
[血統][産駒]","Orwell
1929 鹿毛",Gainsborough,Golden Hair,"Anne de Bretagne
1932 黒鹿毛",Teddy,Our Liz,"グローブターフ
1966 鹿毛
[血統][産駒]","パーソロン
Partholon(愛)
1960 鹿毛
[血統][産駒]","Milesian
1953 鹿毛",My Babu,Oatflake,"Paleo
1953 鹿毛",Pharis,Calonice,"ロイヤルアグリーメント
Royal Agreement(愛)
1960 鹿毛
[血統][産駒]","ラティフィケイション
1953 鹿毛",Court Martial,Solesa,"Princess Plucky
1948 鹿毛",Prince Bio,Lady Plucky
157,1986102330,"リアルシャダイ
Real Shadai(米)
1979 黒鹿毛
[血統][産駒]
Roberto系","Roberto
1969 鹿毛
[血統][産駒]","Hail to Reason
1958 黒鹿毛
[血統][産駒]","Turn-to
1951 鹿毛",Royal Charger,Source Sucree,"Nothirdchance
1948 鹿毛",Blue Swords,Galla Colors,"Bramalea
1959 黒鹿毛
[血統][産駒]","Nashua
1952 鹿毛",Nasrullah,Segula,"Rarelea
1949 鹿毛",Bull Lea,Bleebok,"Desert Vixen
1970 黒鹿毛
[血統][産駒]","In Reality
1964 鹿毛
[血統][産駒]","Intentionally
1956 青毛",Intent,My Recipe,"My Dear Girl
1957 栗毛",Rough'n Tumble,Iltis,"Desert Trial
1963 栗毛
[血統][産駒]","Moslem Chief
1957 鹿毛",Alibhai,Up the Hill,"Scotch Verdict
1960 栗毛",Alsab,Glen Arvis,"ミリーバード
1976 栗毛
[血統][産駒]
FNo.[16-a]","ファバージ
Faberge(仏)
1961 鹿毛
[血統][産駒]","Princely Gift
1951 鹿毛
[血統][産駒]","Nasrullah
1940 鹿毛",Nearco,Mumtaz Begum,"Blue Gem
1943 鹿毛",Blue Peter,Sparkle,"Spring Offensive
1943 鹿毛
[血統][産駒]","Legend of France
1935 鹿毛",Dark Legend,Francille,"Batika
1934 鹿毛",Blenheim,Brise Bise,"ラバテラ
Lavatera(愛)
1970 栃栗毛
[血統][産駒]","Le Haar
1954 栗毛
[血統][産駒]","Vieux Manoir
1947 鹿毛",Brantome,Vieille Maison,"Mince Pie
1949 鹿毛",Teleferique,Cannelle,"Begonia
1963 栗毛
[血統][産駒]","Buisson Ardent
1953 鹿毛",Relic,Rose O'Lynn,"Lobelia
1954 黒鹿毛",Niccolo Dell'Arca,Alrabia
158,2002102259,"メジロマックイーン
1987 芦毛
[血統][産駒]
パーソロン系","メジロティターン
1978 芦毛
[血統][産駒]","メジロアサマ
1966 芦毛
[血統][産駒]","パーソロン
1960 鹿毛",Milesian,Paleo,"スヰート
1951 芦毛",First Fiddle,Blue Eyed Momo,"シエリル
Cheryl(仏)
1971 鹿毛
[血統][産駒]","スノッブ
1959 鹿毛",Mourne,Senones,"Chanel
1961 鹿毛",Pan,Barley Corn,"メジロオーロラ
1978 栗毛
[血統][産駒]","リマンド
Remand(英)
1965 栗毛
[血統][産駒]","Alcide
1955 鹿毛",Alycidon,Chenille,"Admonish
1958 芦毛",Palestine,Warning,"メジロアイリス
1964 黒鹿毛
[血統][産駒]","ヒンドスタン
1946 黒鹿毛",Bois Roussel,Sonibai,"アサマユリ
1959 栗毛",ボストニアン,トモエ,"ヤマニンアリーナ
1992 鹿毛
[血統][産駒]
FNo.[3-c]","サンデーサイレンス
Sunday Silence(米)
1986 青鹿毛
[血統][産駒]","Halo
1969 黒鹿毛
[血統][産駒]","Hail to Reason
1958 黒鹿毛",Turn-to,Nothirdchance,"Cosmah
1953 鹿毛",Cosmic Bomb,Almahmoud,"Wishing Well
1975 鹿毛
[血統][産駒]","Understanding
1963 栗毛",Promised Land,Pretty Ways,"Mountain Flower
1964 鹿毛",Montparnasse,Edelweiss,"ティファニーラス
Tiffany Lass(米)
1983 黒鹿毛
[血統][産駒]","Bold Forbes
1973 黒鹿毛
[血統][産駒]","Irish Castle
1967 鹿毛",Bold Ruler,Castle Forbes,"Comely Nell
1962 黒鹿毛",Commodore M.,Nellie L.,"Sally Stark
1970 鹿毛
[血統][産駒]","Graustark
1963 栗毛",Ribot,Flower Bowl,"Sally Ship
1960 青鹿毛",Turn-to,Nut Brown Maid
